AdjClose,Close,Datetime,High,Low,Open,Volume,_id
1139.449951171875,1139.449951171875,2001-11-01T05:00:00.000Z,1163.3800048828125,1054.31005859375,1059.780029296875,26330000000,60f3ef01653934d4cd51d90f
1148.0799560546875,1148.0799560546875,2001-12-01T05:00:00.000Z,1173.6199951171875,1114.530029296875,1139.449951171875,25128570000,60f3ef01653934d4cd51d910
1130.199951171875,1130.199951171875,2002-01-01T05:00:00.000Z,1176.969970703125,1081.6600341796875,1148.0799560546875,29746200000,60f3ef01653934d4cd51d911
1106.72998046875,1106.72998046875,2002-02-01T05:00:00.000Z,1130.199951171875,1074.3599853515625,1130.199951171875,26047600000,60f3ef01653934d4cd51d912
1147.3900146484375,1147.3900146484375,2002-03-01T05:00:00.000Z,1173.93994140625,1106.72998046875,1106.72998046875,26563200000,60f3ef01653934d4cd51d913
1076.9200439453125,1076.9200439453125,2002-04-01T05:00:00.000Z,1147.8399658203125,1063.4599609375,1147.3900146484375,28568900000,60f3ef01653934d4cd51d914
1067.1400146484375,1067.1400146484375,2002-05-01T04:00:00.000Z,1106.5899658203125,1048.9599609375,1076.9200439453125,26905500000,60f3ef01653934d4cd51d915
989.8200073242188,989.8200073242188,2002-06-01T04:00:00.000Z,1070.739990234375,952.9199829101562,1067.1400146484375,29981510000,60f3ef01653934d4cd51d916
911.6199951171875,911.6199951171875,2002-07-01T04:00:00.000Z,994.4600219726562,775.6799926757812,989.8200073242188,42228720000,60f3ef01653934d4cd51d917
916.0700073242188,916.0700073242188,2002-08-01T04:00:00.000Z,965,833.4400024414062,911.6199951171875,29298400000,60f3ef01653934d4cd51d918
815.280029296875,815.280029296875,2002-09-01T04:00:00.000Z,924.02001953125,800.2000122070312,916.0700073242188,27723710000,60f3ef01653934d4cd51d919
885.760009765625,885.760009765625,2002-10-01T04:00:00.000Z,907.4400024414062,768.6300048828125,815.280029296875,37856310000,60f3ef02653934d4cd51d91a
936.3099975585938,936.3099975585938,2002-11-01T05:00:00.000Z,941.8200073242188,872.0499877929688,885.760009765625,29200960000,60f3ef02653934d4cd51d91b
879.8200073242188,879.8200073242188,2002-12-01T05:00:00.000Z,954.280029296875,869.4500122070312,936.3099975585938,25993640000,60f3ef02653934d4cd51d91c
855.7000122070312,855.7000122070312,2003-01-01T05:00:00.000Z,935.0499877929688,840.3400268554688,879.8200073242188,30749580000,60f3ef02653934d4cd51d91d
841.1500244140625,841.1500244140625,2003-02-01T05:00:00.000Z,864.6400146484375,806.2899780273438,855.7000122070312,25235300000,60f3ef02653934d4cd51d91e
848.1799926757812,848.1799926757812,2003-03-01T05:00:00.000Z,895.9000244140625,788.9000244140625,841.1500244140625,30080030000,60f3ef02653934d4cd51d91f
916.9199829101562,916.9199829101562,2003-04-01T05:00:00.000Z,924.239990234375,847.8499755859375,848.1799926757812,29669610000,60f3ef02653934d4cd51d920
963.5900268554688,963.5900268554688,2003-05-01T04:00:00.000Z,965.3800048828125,902.8300170898438,916.9199829101562,30952100000,60f3ef02653934d4cd51d921
974.5,974.5,2003-06-01T04:00:00.000Z,1015.3300170898438,963.5900268554688,963.5900268554688,31219400000,60f3ef02653934d4cd51d922
990.3099975585938,990.3099975585938,2003-07-01T04:00:00.000Z,1015.4099731445312,962.0999755859375,974.5,31553200000,60f3ef02653934d4cd51d923
1008.010009765625,1008.010009765625,2003-08-01T04:00:00.000Z,1011.010009765625,960.8400268554688,990.3099975585938,24881470000,60f3ef02653934d4cd51d924
995.969970703125,995.969970703125,2003-09-01T04:00:00.000Z,1040.2900390625,990.3599853515625,1008.010009765625,29940110000,60f3ef02653934d4cd51d925
1050.7099609375,1050.7099609375,2003-10-01T04:00:00.000Z,1053.7900390625,995.969970703125,995.969970703125,32298500000,60f3ef02653934d4cd51d926
1058.199951171875,1058.199951171875,2003-11-01T05:00:00.000Z,1063.6500244140625,1031.199951171875,1050.7099609375,24463220000,60f3ef02653934d4cd51d927
1111.9200439453125,1111.9200439453125,2003-12-01T05:00:00.000Z,1112.56005859375,1053.4100341796875,1058.199951171875,27839130000,60f3ef03653934d4cd51d928
1131.1300048828125,1131.1300048828125,2004-01-01T05:00:00.000Z,1155.3800048828125,1105.0799560546875,1111.9200439453125,32820000000,60f3ef03653934d4cd51d929
1144.93994140625,1144.93994140625,2004-02-01T05:00:00.000Z,1158.97998046875,1124.43994140625,1131.1300048828125,27985600000,60f3ef03653934d4cd51d92a
1126.2099609375,1126.2099609375,2004-03-01T05:00:00.000Z,1163.22998046875,1087.1600341796875,1144.93994140625,33597900000,60f3ef03653934d4cd51d92b
1107.300048828125,1107.300048828125,2004-04-01T05:00:00.000Z,1150.5699462890625,1107.22998046875,1126.2099609375,31611900000,60f3ef03653934d4cd51d92c
1120.6800537109375,1120.6800537109375,2004-05-01T04:00:00.000Z,1127.739990234375,1076.3199462890625,1107.300048828125,29326400000,60f3ef03653934d4cd51d92d
1140.8399658203125,1140.8399658203125,2004-06-01T04:00:00.000Z,1146.3399658203125,1113.3199462890625,1120.6800537109375,27529500000,60f3ef03653934d4cd51d92e
1101.719970703125,1101.719970703125,2004-07-01T04:00:00.000Z,1140.8399658203125,1078.780029296875,1140.8399658203125,29285600000,60f3ef03653934d4cd51d92f
1104.239990234375,1104.239990234375,2004-08-01T04:00:00.000Z,1109.6800537109375,1060.719970703125,1101.719970703125,26586800000,60f3ef03653934d4cd51d930
1114.5799560546875,1114.5799560546875,2004-09-01T04:00:00.000Z,1131.5400390625,1099.1800537109375,1104.239990234375,26829870000,60f3ef03653934d4cd51d931
1130.199951171875,1130.199951171875,2004-10-01T04:00:00.000Z,1142.050048828125,1090.2900390625,1114.5799560546875,31511000000,60f3ef03653934d4cd51d932
1173.8199462890625,1173.8199462890625,2004-11-01T05:00:00.000Z,1188.4599609375,1127.5999755859375,1130.199951171875,30460280000,60f3ef03653934d4cd51d933
1211.9200439453125,1211.9200439453125,2004-12-01T05:00:00.000Z,1217.3299560546875,1173.780029296875,1173.780029296875,31102500000,60f3ef03653934d4cd51d934
1181.27001953125,1181.27001953125,2005-01-01T05:00:00.000Z,1217.800048828125,1163.75,1211.9200439453125,31498800000,60f3ef03653934d4cd51d935
1203.5999755859375,1203.5999755859375,2005-02-01T05:00:00.000Z,1212.43994140625,1180.949951171875,1181.27001953125,29297410000,60f3ef04653934d4cd51d936
1180.5899658203125,1180.5899658203125,2005-03-01T05:00:00.000Z,1229.1099853515625,1163.68994140625,1203.5999755859375,39014150000,60f3ef04653934d4cd51d937
1156.8499755859375,1156.8499755859375,2005-04-01T05:00:00.000Z,1191.8800048828125,1136.1500244140625,1180.5899658203125,43424270000,60f3ef04653934d4cd51d938
1191.5,1191.5,2005-05-01T04:00:00.000Z,1199.56005859375,1146.1800537109375,1156.8499755859375,39321990000,60f3ef04653934d4cd51d939
1191.3299560546875,1191.3299560546875,2005-06-01T04:00:00.000Z,1219.5899658203125,1188.300048828125,1191.5,40334040000,60f3ef04653934d4cd51d93a
1234.1800537109375,1234.1800537109375,2005-07-01T04:00:00.000Z,1245.1500244140625,1183.550048828125,1191.3299560546875,37464670000,60f3ef04653934d4cd51d93b
1220.3299560546875,1220.3299560546875,2005-08-01T04:00:00.000Z,1245.8599853515625,1201.0699462890625,1234.1800537109375,42030090000,60f3ef04653934d4cd51d93c
1228.81005859375,1228.81005859375,2005-09-01T04:00:00.000Z,1243.1300048828125,1205.3499755859375,1220.3299560546875,44777510000,60f3ef04653934d4cd51d93d
1207.010009765625,1207.010009765625,2005-10-01T04:00:00.000Z,1233.3399658203125,1168.199951171875,1228.81005859375,49793790000,60f3ef04653934d4cd51d93e
1249.47998046875,1249.47998046875,2005-11-01T05:00:00.000Z,1270.6400146484375,1201.0699462890625,1207.010009765625,45102870000,60f3ef04653934d4cd51d93f
1248.2900390625,1248.2900390625,2005-12-01T05:00:00.000Z,1275.800048828125,1246.5899658203125,1249.47998046875,41756130000,60f3ef04653934d4cd51d940
1280.0799560546875,1280.0799560546875,2006-01-01T05:00:00.000Z,1294.9000244140625,1245.739990234375,1248.2900390625,49211650000,60f3ef04653934d4cd51d941
1280.6600341796875,1280.6600341796875,2006-02-01T05:00:00.000Z,1297.5699462890625,1253.6099853515625,1280.0799560546875,42859940000,60f3ef04653934d4cd51d942
1294.8699951171875,1294.8699951171875,2006-03-01T05:00:00.000Z,1310.8800048828125,1268.4200439453125,1280.6600341796875,50905040000,60f3ef04653934d4cd51d943
1310.6099853515625,1310.6099853515625,2006-04-01T05:00:00.000Z,1318.1600341796875,1280.739990234375,1302.8800048828125,43308430000,60f3ef05653934d4cd51d944
1270.0899658203125,1270.0899658203125,2006-05-01T04:00:00.000Z,1326.699951171875,1245.3399658203125,1310.6099853515625,54312830000,60f3ef05653934d4cd51d945
1270.199951171875,1270.199951171875,2006-06-01T04:00:00.000Z,1290.6800537109375,1219.2900390625,1270.050048828125,54873260000,60f3ef05653934d4cd51d946
1276.6600341796875,1276.6600341796875,2006-07-01T04:00:00.000Z,1280.4200439453125,1224.5400390625,1270.06005859375,46348220000,60f3ef05653934d4cd51d947
1303.8199462890625,1303.8199462890625,2006-08-01T04:00:00.000Z,1306.739990234375,1261.300048828125,1278.530029296875,50485620000,60f3ef05653934d4cd51d948
1335.8499755859375,1335.8499755859375,2006-09-01T04:00:00.000Z,1340.280029296875,1290.9300537109375,1303.800048828125,49001440000,60f3ef05653934d4cd51d949
1377.93994140625,1377.93994140625,2006-10-01T04:00:00.000Z,1389.449951171875,1327.0999755859375,1335.8199462890625,56793620000,60f3ef05653934d4cd51d94a
1400.6300048828125,1400.6300048828125,2006-11-01T05:00:00.000Z,1407.8900146484375,1360.97998046875,1377.760009765625,55343930000,60f3ef05653934d4cd51d94b
1418.300048828125,1418.300048828125,2006-12-01T05:00:00.000Z,1431.81005859375,1385.9300537109375,1400.6300048828125,47578780000,60f3ef05653934d4cd51d94c
1438.239990234375,1438.239990234375,2007-01-01T05:00:00.000Z,1441.6099853515625,1403.969970703125,1418.030029296875,56686200000,60f3ef05653934d4cd51d94d
1406.8199462890625,1406.8199462890625,2007-02-01T05:00:00.000Z,1461.5699462890625,1389.4200439453125,1437.9000244140625,51844990000,60f3ef05653934d4cd51d94e
1420.8599853515625,1420.8599853515625,2007-03-01T05:00:00.000Z,1438.8900146484375,1363.97998046875,1406.800048828125,67622250000,60f3ef05653934d4cd51d94f
1482.3699951171875,1482.3699951171875,2007-04-01T04:00:00.000Z,1498.02001953125,1416.3699951171875,1420.8299560546875,57032470000,60f3ef05653934d4cd51d950
1530.6199951171875,1530.6199951171875,2007-05-01T04:00:00.000Z,1535.56005859375,1476.699951171875,1482.3699951171875,64958050000,60f3ef06653934d4cd51d951
1503.3499755859375,1503.3499755859375,2007-06-01T04:00:00.000Z,1540.56005859375,1484.1800537109375,1530.6199951171875,65322800000,60f3ef06653934d4cd51d952
1455.27001953125,1455.27001953125,2007-07-01T04:00:00.000Z,1555.9000244140625,1454.25,1504.6600341796875,70337430000,60f3ef06653934d4cd51d953
1473.989990234375,1473.989990234375,2007-08-01T04:00:00.000Z,1503.8900146484375,1370.5999755859375,1455.1800537109375,91381760000,60f3ef06653934d4cd51d954
1526.75,1526.75,2007-09-01T04:00:00.000Z,1538.739990234375,1439.2900390625,1473.9599609375,57809700000,60f3ef06653934d4cd51d955
1549.3800048828125,1549.3800048828125,2007-10-01T04:00:00.000Z,1576.0899658203125,1489.56005859375,1527.2900390625,76022580000,60f3ef06653934d4cd51d956
1481.1400146484375,1481.1400146484375,2007-11-01T04:00:00.000Z,1545.7900390625,1406.0999755859375,1545.7900390625,86246950000,60f3ef06653934d4cd51d957
1468.3599853515625,1468.3599853515625,2007-12-01T05:00:00.000Z,1523.5699462890625,1435.6500244140625,1479.6300048828125,64821670000,60f3ef06653934d4cd51d958
1378.550048828125,1378.550048828125,2008-01-01T05:00:00.000Z,1471.77001953125,1270.050048828125,1467.969970703125,98475340000,60f3ef06653934d4cd51d959
1330.6300048828125,1330.6300048828125,2008-02-01T05:00:00.000Z,1396.02001953125,1316.75,1378.5999755859375,78536130000,60f3ef06653934d4cd51d95a
1322.699951171875,1322.699951171875,2008-03-01T05:00:00.000Z,1359.6800537109375,1256.97998046875,1330.449951171875,93189170000,60f3ef06653934d4cd51d95b
1385.5899658203125,1385.5899658203125,2008-04-01T04:00:00.000Z,1404.5699462890625,1324.3499755859375,1326.4100341796875,85978630000,60f3ef06653934d4cd51d95c
1400.3800048828125,1400.3800048828125,2008-05-01T04:00:00.000Z,1440.239990234375,1373.0699462890625,1385.969970703125,80990480000,60f3ef06653934d4cd51d95d
1280,1280,2008-06-01T04:00:00.000Z,1404.050048828125,1272,1399.6199951171875,96614040000,60f3ef06653934d4cd51d95e
1267.3800048828125,1267.3800048828125,2008-07-01T04:00:00.000Z,1292.1700439453125,1200.43994140625,1276.68994140625,124980570000,60f3ef07653934d4cd51d95f
1282.8299560546875,1282.8299560546875,2008-08-01T04:00:00.000Z,1313.1500244140625,1247.449951171875,1269.4200439453125,86266010000,60f3ef07653934d4cd51d960
1166.3599853515625,1166.3599853515625,2008-09-01T04:00:00.000Z,1303.0400390625,1106.4200439453125,1287.8299560546875,140007320000,60f3ef07653934d4cd51d961
968.75,968.75,2008-10-01T04:00:00.000Z,1167.030029296875,839.7999877929688,1164.1700439453125,159823030000,60f3ef07653934d4cd51d962
896.239990234375,896.239990234375,2008-11-01T04:00:00.000Z,1007.510009765625,741.02001953125,968.6699829101562,115660210000,60f3ef07653934d4cd51d963
903.25,903.25,2008-12-01T05:00:00.000Z,918.8499755859375,815.6900024414062,888.6099853515625,112884470000,60f3ef07653934d4cd51d964
825.8800048828125,825.8800048828125,2009-01-01T05:00:00.000Z,943.8499755859375,804.2999877929688,902.989990234375,112090640000,60f3ef07653934d4cd51d965
735.0900268554688,735.0900268554688,2009-02-01T05:00:00.000Z,875.010009765625,734.52001953125,823.0900268554688,124492210000,60f3ef07653934d4cd51d966
797.8699951171875,797.8699951171875,2009-03-01T05:00:00.000Z,832.97998046875,666.7899780273438,729.5700073242188,161843640000,60f3ef07653934d4cd51d967
872.8099975585938,872.8099975585938,2009-04-01T04:00:00.000Z,888.7000122070312,783.3200073242188,793.5900268554688,138855320000,60f3ef07653934d4cd51d968
919.1400146484375,919.1400146484375,2009-05-01T04:00:00.000Z,930.1699829101562,866.0999755859375,872.739990234375,131614940000,60f3ef07653934d4cd51d969
919.3200073242188,919.3200073242188,2009-06-01T04:00:00.000Z,956.22998046875,888.8599853515625,923.260009765625,112653150000,60f3ef07653934d4cd51d96a
987.47998046875,987.47998046875,2009-07-01T04:00:00.000Z,996.6799926757812,869.3200073242188,920.8200073242188,106635790000,60f3ef07653934d4cd51d96b
1020.6199951171875,1020.6199951171875,2009-08-01T04:00:00.000Z,1039.469970703125,978.510009765625,990.219970703125,116059270000,60f3ef07653934d4cd51d96c
1057.0799560546875,1057.0799560546875,2009-09-01T04:00:00.000Z,1080.1500244140625,991.969970703125,1019.52001953125,112295490000,60f3ef08653934d4cd51d96d
1036.18994140625,1036.18994140625,2009-10-01T04:00:00.000Z,1101.3599853515625,1019.9500122070312,1054.9100341796875,113410990000,60f3ef08653934d4cd51d96e
1095.6300048828125,1095.6300048828125,2009-11-01T04:00:00.000Z,1113.68994140625,1029.3800048828125,1036.1800537109375,84981530000,60f3ef08653934d4cd51d96f
1115.0999755859375,1115.0999755859375,2009-12-01T05:00:00.000Z,1130.3800048828125,1085.8900146484375,1098.8900146484375,89515330000,60f3ef08653934d4cd51d970
1073.8699951171875,1073.8699951171875,2010-01-01T05:00:00.000Z,1150.449951171875,1071.5899658203125,1116.56005859375,90947580000,60f3ef08653934d4cd51d971
1104.489990234375,1104.489990234375,2010-02-01T05:00:00.000Z,1112.4200439453125,1044.5,1073.8900146484375,84561340000,60f3ef08653934d4cd51d972
1169.4300537109375,1169.4300537109375,2010-03-01T05:00:00.000Z,1180.68994140625,1105.3599853515625,1105.3599853515625,103683550000,60f3ef08653934d4cd51d973
1186.68994140625,1186.68994140625,2010-04-01T04:00:00.000Z,1219.800048828125,1170.68994140625,1171.22998046875,116741910000,60f3ef08653934d4cd51d974
1089.4100341796875,1089.4100341796875,2010-05-01T04:00:00.000Z,1205.1300048828125,1040.780029296875,1188.5799560546875,127662780000,60f3ef08653934d4cd51d975
1030.7099609375,1030.7099609375,2010-06-01T04:00:00.000Z,1131.22998046875,1028.3299560546875,1087.300048828125,110106750000,60f3ef08653934d4cd51d976
1101.5999755859375,1101.5999755859375,2010-07-01T04:00:00.000Z,1120.949951171875,1010.9099731445312,1031.0999755859375,94778110000,60f3ef08653934d4cd51d977
1049.3299560546875,1049.3299560546875,2010-08-01T04:00:00.000Z,1129.239990234375,1039.699951171875,1107.530029296875,85738250000,60f3ef08653934d4cd51d978
1141.199951171875,1141.199951171875,2010-09-01T04:00:00.000Z,1157.1600341796875,1049.719970703125,1049.719970703125,79589450000,60f3ef08653934d4cd51d979
1183.260009765625,1183.260009765625,2010-10-01T04:00:00.000Z,1196.1400146484375,1131.8699951171875,1143.489990234375,89536270000,60f3ef09653934d4cd51d97a
1180.550048828125,1180.550048828125,2010-11-01T04:00:00.000Z,1227.0799560546875,1173,1185.7099609375,87151070000,60f3ef09653934d4cd51d97b
1257.6400146484375,1257.6400146484375,2010-12-01T05:00:00.000Z,1262.5999755859375,1186.5999755859375,1186.5999755859375,80984530000,60f3ef09653934d4cd51d97c
1286.1199951171875,1286.1199951171875,2011-01-01T05:00:00.000Z,1302.6700439453125,1257.6199951171875,1257.6199951171875,92164940000,60f3ef09653934d4cd51d97d
1327.219970703125,1327.219970703125,2011-02-01T05:00:00.000Z,1344.0699462890625,1289.1400146484375,1289.1400146484375,59223660000,60f3ef09653934d4cd51d97e
1325.8299560546875,1325.8299560546875,2011-03-01T05:00:00.000Z,1332.280029296875,1249.050048828125,1328.6400146484375,89507640000,60f3ef09653934d4cd51d97f
1363.6099853515625,1363.6099853515625,2011-04-01T04:00:00.000Z,1364.56005859375,1294.699951171875,1329.47998046875,77364810000,60f3ef09653934d4cd51d980
1345.199951171875,1345.199951171875,2011-05-01T04:00:00.000Z,1370.5799560546875,1311.800048828125,1365.2099609375,81708980000,60f3ef09653934d4cd51d981
1320.6400146484375,1320.6400146484375,2011-06-01T04:00:00.000Z,1345.199951171875,1258.0699462890625,1345.199951171875,86122730000,60f3ef09653934d4cd51d982
1292.280029296875,1292.280029296875,2011-07-01T04:00:00.000Z,1356.47998046875,1282.8599853515625,1320.6400146484375,81102170000,60f3ef09653934d4cd51d983
1218.8900146484375,1218.8900146484375,2011-08-01T04:00:00.000Z,1307.3800048828125,1101.5400390625,1292.5899658203125,108419170000,60f3ef09653934d4cd51d984
1131.4200439453125,1131.4200439453125,2011-09-01T04:00:00.000Z,1229.2900390625,1114.219970703125,1219.1199951171875,102786820000,60f3ef09653934d4cd51d985
1253.300048828125,1253.300048828125,2011-10-01T04:00:00.000Z,1292.6600341796875,1074.77001953125,1131.2099609375,98063670000,60f3ef09653934d4cd51d986
1246.9599609375,1246.9599609375,2011-11-01T04:00:00.000Z,1277.550048828125,1158.6600341796875,1251,84275050000,60f3ef09653934d4cd51d987
1257.5999755859375,1257.5999755859375,2011-12-01T05:00:00.000Z,1269.3699951171875,1202.3699951171875,1246.9100341796875,74742430000,60f3ef0a653934d4cd51d988
1312.4100341796875,1312.4100341796875,2012-01-01T05:00:00.000Z,1333.469970703125,1258.8599853515625,1258.8599853515625,79567560000,60f3ef0a653934d4cd51d989
1365.6800537109375,1365.6800537109375,2012-02-01T05:00:00.000Z,1378.0400390625,1312.449951171875,1312.449951171875,78385710000,60f3ef0a653934d4cd51d98a
1408.469970703125,1408.469970703125,2012-03-01T05:00:00.000Z,1419.1500244140625,1340.030029296875,1365.9000244140625,83899660000,60f3ef0a653934d4cd51d98b
1397.9100341796875,1397.9100341796875,2012-04-01T04:00:00.000Z,1422.3800048828125,1357.3800048828125,1408.469970703125,74761710000,60f3ef0a653934d4cd51d98c
1310.3299560546875,1310.3299560546875,2012-05-01T04:00:00.000Z,1415.3199462890625,1291.97998046875,1397.8599853515625,86920490000,60f3ef0a653934d4cd51d98d
1362.1600341796875,1362.1600341796875,2012-06-01T04:00:00.000Z,1363.4599609375,1266.739990234375,1309.8699951171875,81582440000,60f3ef0a653934d4cd51d98e
1379.3199462890625,1379.3199462890625,2012-07-01T04:00:00.000Z,1391.739990234375,1325.4100341796875,1362.3299560546875,73103810000,60f3ef0a653934d4cd51d98f
1406.5799560546875,1406.5799560546875,2012-08-01T04:00:00.000Z,1426.6800537109375,1354.6500244140625,1379.3199462890625,70283810000,60f3ef0a653934d4cd51d990
1440.6700439453125,1440.6700439453125,2012-09-01T04:00:00.000Z,1474.510009765625,1396.56005859375,1406.5400390625,69784280000,60f3ef0a653934d4cd51d991
1412.1600341796875,1412.1600341796875,2012-10-01T04:00:00.000Z,1470.9599609375,1403.280029296875,1440.9000244140625,71752320000,60f3ef0a653934d4cd51d992
1416.1800537109375,1416.1800537109375,2012-11-01T04:00:00.000Z,1434.27001953125,1343.3499755859375,1412.199951171875,71489310000,60f3ef0a653934d4cd51d993
1426.18994140625,1426.18994140625,2012-12-01T05:00:00.000Z,1448,1398.1099853515625,1416.3399658203125,66388180000,60f3ef0a653934d4cd51d994
1498.1099853515625,1498.1099853515625,2013-01-01T05:00:00.000Z,1509.93994140625,1426.18994140625,1426.18994140625,75848510000,60f3ef0a653934d4cd51d995
1514.6800537109375,1514.6800537109375,2013-02-01T05:00:00.000Z,1530.93994140625,1485.010009765625,1498.1099853515625,69273480000,60f3ef0b653934d4cd51d996
1569.18994140625,1569.18994140625,2013-03-01T05:00:00.000Z,1570.280029296875,1501.47998046875,1514.6800537109375,68527110000,60f3ef0b653934d4cd51d997
1597.5699462890625,1597.5699462890625,2013-04-01T04:00:00.000Z,1597.5699462890625,1536.030029296875,1569.1800537109375,77098000000,60f3ef0b653934d4cd51d998
1630.739990234375,1630.739990234375,2013-05-01T04:00:00.000Z,1687.1800537109375,1581.280029296875,1597.550048828125,76447250000,60f3ef0b653934d4cd51d999
1606.280029296875,1606.280029296875,2013-06-01T04:00:00.000Z,1654.18994140625,1560.3299560546875,1631.7099609375,74946790000,60f3ef0b653934d4cd51d99a
1685.72998046875,1685.72998046875,2013-07-01T04:00:00.000Z,1698.780029296875,1604.5699462890625,1609.780029296875,68106820000,60f3ef0b653934d4cd51d99b
1632.969970703125,1632.969970703125,2013-08-01T04:00:00.000Z,1709.6700439453125,1627.469970703125,1689.4200439453125,64802810000,60f3ef0b653934d4cd51d99c
1681.550048828125,1681.550048828125,2013-09-01T04:00:00.000Z,1729.8599853515625,1633.4100341796875,1635.949951171875,66174410000,60f3ef0b653934d4cd51d99d
1756.5400390625,1756.5400390625,2013-10-01T04:00:00.000Z,1775.219970703125,1646.469970703125,1682.4100341796875,76647400000,60f3ef0b653934d4cd51d99e
1805.81005859375,1805.81005859375,2013-11-01T04:00:00.000Z,1813.550048828125,1746.199951171875,1758.699951171875,63628190000,60f3ef0b653934d4cd51d99f
1848.3599853515625,1848.3599853515625,2013-12-01T05:00:00.000Z,1849.43994140625,1767.989990234375,1806.550048828125,64958820000,60f3ef0b653934d4cd51d9a0
1782.5899658203125,1782.5899658203125,2014-01-01T05:00:00.000Z,1850.8399658203125,1770.449951171875,1845.8599853515625,75871910000,60f3ef0b653934d4cd51d9a1
1859.449951171875,1859.449951171875,2014-02-01T05:00:00.000Z,1867.9200439453125,1737.9200439453125,1782.6800537109375,69725590000,60f3ef0b653934d4cd51d9a2
1872.3399658203125,1872.3399658203125,2014-03-01T05:00:00.000Z,1883.969970703125,1834.43994140625,1857.6800537109375,71885030000,60f3ef0c653934d4cd51d9a3
1883.949951171875,1883.949951171875,2014-04-01T04:00:00.000Z,1897.280029296875,1814.3599853515625,1873.9599609375,71595810000,60f3ef0c653934d4cd51d9a4
1923.5699462890625,1923.5699462890625,2014-05-01T04:00:00.000Z,1924.030029296875,1859.7900390625,1884.3900146484375,63623630000,60f3ef0c653934d4cd51d9a5
