Source,Target,Weight
RGEN,SCHW,0.949
RGEN,SFE,0.891
RGEN,TDF,0.958
RGEN,TEO,0.897
RGEN,TRT,0.944
RGEN,UGP,0.9
RGEN,USM,0.926
RGEN,VHC,0.951
RGLD,RMTI,0.898
RGLD,SGMA,0.905
RGLD,SLM,0.891
RGLD,SRCL,0.909
RGLD,STRA,0.886
RGLD,STRL,0.895
RGLD,VBFC,0.927
RGLD,ASA,0.914
RGLD,BBAR,0.913
RGLD,BXMT,0.904
RGLD,BXS,0.918
RGLD,CBD,0.913
RGLD,CHN,0.89
RGLD,DRQ,0.904
RGLD,DX,0.921
RGLD,GVA,0.908
RGLD,HMN,0.928
RGLD,IPG,0.911
RGLD,MMS,0.908
RGLD,MSM,0.937
RGLD,MTN,0.921
RGLD,MUC,0.942
RGLD,MUJ,0.89
RGLD,MXE,0.89
RGLD,MYN,0.917
RGLD,NAV,0.906
RGLD,NX,0.894
RGLD,OFG,0.887
RGLD,PBI,0.901
RGLD,SID,0.93
RGLD,SPE,0.889
RGLD,TPC,0.911
RGLD,UGP,0.909
RGLD,UNF,0.887
RMBS,TRIB,0.905
RMBS,UTSI,0.938
RMBS,WSFS,0.891
RMBS,CIG,0.887
RMBS,FMX,0.895
RMBS,GAM,0.903
RMBS,GGB,0.898
RMBS,JOF,0.933
RMBS,MVF,0.924
RMBS,OMC,0.889
RMBS,SF,0.946
RMBS,SPXC,0.919
RMBS,WPP,0.9
RMCF,PKE,0.892
RMTI,SALM,0.949
RMTI,SEAC,0.947
RMTI,SPNS,0.889
RMTI,STCN,0.892
RMTI,USAP,0.892
RMTI,UTHR,0.909
RMTI,VBFC,0.915
RMTI,WHLM,0.897
RMTI,ZIXI,0.935
RMTI,ANF,0.925
RMTI,AON,0.902
RMTI,BB,0.901
RMTI,BKE,0.933
RMTI,CVA,0.905
RMTI,EGHT,0.926
RMTI,ENZ,0.929
RMTI,ESTE,0.918
RMTI,GHC,0.892
RMTI,GVA,0.919
RMTI,IPG,0.897
RMTI,KMPR,0.893
RMTI,KMX,0.944
RMTI,MSA,0.936
RMTI,MT,0.902
RMTI,NAC,0.894
RMTI,NQP,0.888
RMTI,NX,0.892
RMTI,PRG,0.893
RMTI,SMP,0.907
RMTI,TCI,0.917
RMTI,TGNA,0.907
RMTI,TPC,0.888
RMTI,TRT,0.937
RMTI,UNF,0.891
RMTI,USM,0.886
RMTI,VHC,0.94
RNWK,SIRI,0.904
RNWK,UTHR,0.897
RNWK,VEON,0.891
RNWK,EGHT,0.889
RNWK,MTZ,0.888
RNWK,TSM,0.916
RUSHB,VICR,0.892
RUSHB,ZEUS,0.921
RUSHB,AEE,0.922
RUSHB,AJRD,0.921
RUSHB,ATI,0.896
RUSHB,BSX,0.904
RUSHB,CAH,0.888
RUSHB,DRE,0.941
RUSHB,DTE,0.922
RUSHB,ED,0.897
RUSHB,ELS,0.893
RUSHB,ETN,0.935
RUSHB,FICO,0.918
RUSHB,GPC,0.912
RUSHB,HE,0.961
RUSHB,IO,0.886
RUSHB,LH,0.979
RUSHB,LXP,0.906
RUSHB,MLI,0.896
RUSHB,MPV,0.899
RUSHB,NI,0.899
RUSHB,NL,0.91
RUSHB,PNW,0.931
RUSHB,RHI,0.898
RUSHB,SAH,0.912
RUSHB,SSD,0.955
RUSHB,TKR,0.951
RUSHB,TVE,0.899
RUSHB,VSH,0.899
RUSHB,ZNH,0.895
RYAAY,WINT,0.887
SALM,SEAC,0.962
SALM,SMMF,0.894
SALM,SPNS,0.936
SALM,STCN,0.91
SALM,SWKH,0.901
SALM,THRM,0.937
SALM,USAP,0.891
SALM,USIO,0.894
SALM,UTHR,0.919
SALM,VBFC,0.943
SALM,VOXX,0.91
SALM,VTNR,0.923
SALM,WHLM,0.892
SALM,WSTG,0.895
SALM,ZIXI,0.925
SALM,AAIC,0.894
SALM,ANF,0.922
SALM,ASA,0.915
SALM,BB,0.955
SALM,BBAR,0.896
SALM,BKE,0.929
SALM,CDR,0.892
SALM,CHN,0.889
SALM,CUB,0.913
SALM,CVA,0.885
SALM,EGHT,0.935
SALM,EMF,0.898
SALM,ENZ,0.951
SALM,ESTE,0.927
SALM,GFI,0.891
SALM,GVA,0.949
SALM,IBM,0.912
SALM,IPG,0.933
SALM,KMPR,0.898
SALM,KMX,0.947
SALM,LEE,0.901
SALM,MHN,0.887
SALM,MSA,0.939
SALM,MSI,0.895
SALM,MT,0.929
SALM,MTN,0.914
SALM,MUC,0.893
SALM,MUJ,0.913
SALM,MYN,0.9
SALM,NX,0.926
SALM,OFG,0.913
SALM,PRG,0.931
SALM,RBA,0.891
SALM,RHP,0.895
SALM,RLI,0.895
SALM,SFE,0.919
SALM,SMP,0.894
SALM,SPB,0.889
SALM,SYX,0.914
SALM,TCI,0.929
SALM,TDF,0.898
SALM,TEO,0.889
SALM,TGNA,0.92
SALM,TJX,0.892
SALM,TPC,0.9
SALM,TRT,0.94
SALM,UGP,0.931
SALM,UNF,0.942
SALM,USM,0.931
SALM,VHC,0.96
SBGI,SHEN,0.885
SBGI,SPNS,0.916
SBGI,VBFC,0.892
SBGI,VOD,0.89
SBGI,WSTG,0.927
SBGI,AEO,0.898
SBGI,ANF,0.897
SBGI,CHN,0.893
SBGI,EMF,0.899
SBGI,GEO,0.904
SBGI,GGT,0.885
SBGI,MMS,0.888
SBGI,MT,0.895
SBGI,NX,0.893
SBGI,PHI,0.898
SBGI,RBA,0.888
SBGI,RHP,0.894
SBGI,SID,0.892
SBGI,SYX,0.951
SBGI,TJX,0.9
SBGI,UGP,0.902
SBSI,DCO,0.889
SBSI,FICO,0.932
SCHL,ATGE,0.897
SCHL,RL,0.894
SCHL,URI,0.887
SCKT,VCEL,0.952
SCKT,TDS,0.901
SCVL,IIF,0.892
SEAC,SGMA,0.887
SEAC,SIEB,0.885
SEAC,SMMF,0.919
SEAC,SNEX,0.892
SEAC,SNGX,0.89
SEAC,SPNS,0.952
SEAC,SRPT,0.898
SEAC,STCN,0.891
SEAC,STRA,0.904
SEAC,SWKH,0.889
SEAC,TENX,0.886
SEAC,THRM,0.948
SEAC,TTWO,0.902
SEAC,USAP,0.895
SEAC,VBFC,0.933
SEAC,VIVO,0.899
SEAC,VOXX,0.902
SEAC,WSTG,0.922
SEAC,ZIXI,0.945
SEAC,AAIC,0.917
SEAC,AEO,0.91
SEAC,ANF,0.952
SEAC,ASA,0.9
SEAC,BB,0.936
SEAC,BBAR,0.892
SEAC,BKE,0.925
SEAC,CHN,0.905
SEAC,CUB,0.911
SEAC,DRD,0.885
SEAC,EGHT,0.937
SEAC,EMF,0.907
SEAC,ENZ,0.951
SEAC,ESTE,0.897
SEAC,GEO,0.908
SEAC,GGT,0.889
SEAC,GHC,0.93
SEAC,GIB,0.949
SEAC,GVA,0.931
SEAC,IBM,0.887
SEAC,IPG,0.893
SEAC,JPM,0.892
SEAC,KMPR,0.93
SEAC,KMX,0.914
SEAC,LEE,0.888
SEAC,MSA,0.95
SEAC,MT,0.927
SEAC,MTN,0.895
SEAC,MUJ,0.896
SEAC,MYN,0.89
SEAC,NX,0.916
SEAC,OXM,0.891
SEAC,PRG,0.89
SEAC,RBA,0.925
SEAC,RHP,0.923
SEAC,RLI,0.904
SEAC,SCHW,0.904
SEAC,SFE,0.896
SEAC,SMP,0.905
SEAC,SPB,0.908
SEAC,SYX,0.926
SEAC,TCI,0.899
SEAC,TDF,0.911
SEAC,TEO,0.902
SEAC,TGNA,0.954
SEAC,TGT,0.896
SEAC,TJX,0.951
SEAC,TPC,0.896
SEAC,TRT,0.961
SEAC,UGP,0.936
SEAC,UNF,0.936
SEAC,USM,0.916
SEAC,VHC,0.949
SEAC,WMB,0.89
SEEL,TSM,0.892
SEEL,TV,0.89
SEIC,SRDX,0.893
SEIC,ARW,0.898
SEIC,WPC,0.905
SGA,TKR,0.892
SGMA,SLM,0.885
SGMA,SPNS,0.913
SGMA,SRCL,0.907
SGMA,SRPT,0.891
SGMA,STRA,0.905
SGMA,VBFC,0.938
SGMA,WSTG,0.891
SGMA,AEO,0.915
SGMA,ASA,0.925
SGMA,AVA,0.899
SGMA,BBAR,0.953
SGMA,BXMT,0.92
SGMA,BXS,0.953
SGMA,CAL,0.886
SGMA,CBD,0.97
SGMA,CHN,0.905
SGMA,DB,0.911
SGMA,DRQ,0.899
SGMA,DSM,0.886
SGMA,DX,0.891
SGMA,EL,0.938
SGMA,ELP,0.885
SGMA,ENZ,0.885
SGMA,GGT,0.907
SGMA,GIB,0.886
SGMA,GVA,0.907
SGMA,HMN,0.895
SGMA,HQL,0.901
SGMA,IPG,0.898
SGMA,JPM,0.893
SGMA,MCY,0.886
SGMA,MIY,0.956
SGMA,MMS,0.956
SGMA,MSM,0.93
SGMA,MTN,0.917
SGMA,MUC,0.911
SGMA,MUJ,0.956
SGMA,MXE,0.923
SGMA,MYN,0.924
SGMA,NX,0.908
SGMA,PBI,0.899
SGMA,PHI,0.902
SGMA,PKX,0.892
SGMA,RBA,0.942
SGMA,RHP,0.912
SGMA,SCS,0.891
SGMA,SID,0.945
SGMA,SPE,0.89
SGMA,SQM,0.907
SGMA,SSL,0.887
SGMA,SYX,0.922
SGMA,TEO,0.906
SGMA,TPC,0.908
SGMA,TWN,0.888
SGMA,UGP,0.959
SGMA,UNF,0.931
SGMA,VHC,0.898
SGMA,Y,0.937
SGMS,SNGX,0.896
SGMS,SPPI,0.891
SGMS,SRPT,0.909
SGMS,SWKH,0.896
SGMS,TENX,0.896
SGMS,USIO,0.888
SGMS,VSAT,0.932
SGMS,CUB,0.902
SGMS,DVD,0.886
SGMS,ENZ,0.896
SGMS,FDP,0.886
SGMS,FMX,0.893
SGMS,HQL,0.907
SGMS,IPG,0.893
SGMS,MVT,0.919
SGMS,MXE,0.926
SGMS,OFG,0.887
SGMS,SCHW,0.928
SGMS,SCS,0.894
SGMS,TDF,0.939
SGMS,VHC,0.892
SHEN,URBN,0.915
SHEN,ADM,0.886
SHEN,AEG,0.938
SHEN,AEO,0.926
SHEN,ALG,0.911
SHEN,AVA,0.941
SHEN,AXR,0.898
SHEN,AZO,0.928
SHEN,BLL,0.933
SHEN,BXMT,0.888
SHEN,CACI,0.938
SHEN,CAL,0.938
SHEN,CBD,0.896
SHEN,CS,0.889
SHEN,DX,0.908
SHEN,EL,0.93
SHEN,GGT,0.886
SHEN,IP,0.888
SHEN,JPM,0.914
SHEN,MCK,0.96
SHEN,MMS,0.948
SHEN,MSM,0.903
SHEN,MTR,0.934
SHEN,NUE,0.895
SHEN,OI,0.949
SHEN,PHI,0.898
SHEN,PKX,0.97
SHEN,RBA,0.892
SHEN,RCI,0.886
SHEN,RCL,0.886
SHEN,RRC,0.891
SHEN,SID,0.925
SHEN,SYX,0.9
SHEN,TGI,0.89
SHEN,TWN,0.961
SHEN,WGO,0.921
SHEN,Y,0.944
SHOO,UBOH,0.893
SHOO,AEE,0.91
SHOO,AFL,0.888
SHOO,AJRD,0.902
SHOO,ASGN,0.891
SHOO,BSX,0.893
SHOO,CAH,0.907
SHOO,CAJ,0.919
SHOO,CB,0.921
SHOO,DTE,0.953
SHOO,ETN,0.911
SHOO,GD,0.948
SHOO,GPC,0.904
SHOO,HXL,0.919
SHOO,LH,0.888
SHOO,LMT,0.912
SHOO,MHK,0.928
SHOO,PNW,0.897
SHOO,PPL,0.886
SHOO,TDY,0.894
SHOO,TKR,0.943
SHOO,TVE,0.889
SHOO,WPC,0.891
SIEB,SNGX,0.895
SIEB,SPNS,0.889
SIEB,SRPT,0.941
SIEB,SWKH,0.91
SIEB,TCX,0.909
SIEB,TENX,0.968
SIEB,THRM,0.944
SIEB,UHAL,0.936
SIEB,USAP,0.951
SIEB,USIO,0.923
SIEB,UTHR,0.891
SIEB,UTSI,0.927
SIEB,VIVO,0.947
SIEB,VOXX,0.896
SIEB,VTNR,0.893
SIEB,WDFC,0.907
SIEB,WHLM,0.941
SIEB,WINA,0.896
SIEB,ADX,0.982
SIEB,ANF,0.894
SIEB,BBAR,0.896
SIEB,CBB,0.9
SIEB,CCU,0.888
SIEB,CDR,0.892
SIEB,CEE,0.933
SIEB,CHN,0.94
SIEB,CIG,0.921
SIEB,CUB,0.904
SIEB,DDS,0.916
SIEB,DRQ,0.897
SIEB,EEA,0.931
SIEB,EMF,0.899
SIEB,ENZ,0.91
SIEB,ESTE,0.895
SIEB,FMX,0.905
SIEB,GAM,0.945
SIEB,GEO,0.902
SIEB,GF,0.926
SIEB,GGT,0.94
SIEB,GHC,0.895
SIEB,GPX,0.92
SIEB,GVA,0.892
SIEB,HD,0.933
SIEB,HQL,0.908
SIEB,IPG,0.937
SIEB,IRS,0.911
SIEB,JOF,0.887
SIEB,JPM,0.892
SIEB,KF,0.891
SIEB,LEE,0.914
SIEB,LII,0.892
SIEB,MSA,0.896
SIEB,MT,0.93
SIEB,MVT,0.925
SIEB,MXE,0.936
SIEB,MXF,0.929
SIEB,NAV,0.913
SIEB,NTZ,0.925
SIEB,NX,0.914
SIEB,OFG,0.927
SIEB,PKI,0.886
SIEB,SCHW,0.948
SIEB,SF,0.887
SIEB,SFE,0.939
SIEB,SPB,0.889
SIEB,SSL,0.891
SIEB,SYX,0.91
SIEB,TDF,0.942
SIEB,TEO,0.956
SIEB,TGNA,0.9
SIEB,TGT,0.91
SIEB,TRT,0.925
SIEB,UGP,0.891
SIEB,USM,0.947
SIEB,VHC,0.931
SIEB,WRB,0.905
SIEB,YPF,0.912
SIFY,SILC,0.943
SIFY,SPPI,0.97
SIFY,SRPT,0.941
SIFY,SWKH,0.949
SIFY,TTNP,0.908
SIFY,TURN,0.965
SIFY,VCEL,0.907
SIFY,VSAT,0.888
SIFY,BB,0.909
SIFY,DVD,0.905
SIFY,FMX,0.919
SIFY,HQH,0.956
SIFY,HQL,0.967
SIFY,JNPR,0.909
SIFY,MEI,0.956
SIFY,MVT,0.904
SIFY,MXF,0.922
SIFY,PLT,0.908
SIFY,SCHW,0.9
SIFY,SQM,0.929
SIFY,TDF,0.931
SIFY,TEO,0.915
SIFY,TIMB,0.904
SILC,SPPI,0.945
SILC,TURN,0.975
SILC,DVD,0.902
SILC,HQH,0.901
SILC,HQL,0.895
SILC,MEI,0.922
SILC,SQM,0.899
SILC,TDF,0.891
SILC,TEF,0.901
SILC,TIMB,0.889
SILC,VIV,0.885
SIRI,SNPS,0.903
SIRI,STCN,0.937
SIRI,SWKH,0.901
SIRI,TCX,0.92
SIRI,USIO,0.903
SIRI,UTHR,0.966
SIRI,UTSI,0.918
SIRI,VEON,0.912
SIRI,WINT,0.901
SIRI,XLNX,0.89
SIRI,AON,0.901
SIRI,BB,0.903
SIRI,CVA,0.888
SIRI,CX,0.896
SIRI,EGHT,0.934
SIRI,ENZ,0.913
SIRI,ESTE,0.894
SIRI,KMX,0.897
SIRI,KSU,0.913
SIRI,NAC,0.905
SIRI,SFE,0.896
SIRI,TRT,0.887
SIRI,TSM,0.9
SIRI,USM,0.903
SIRI,VHC,0.904
SIRI,WMB,0.894
SIRI,WRB,0.887
SIVB,ALL,0.901
SIVB,BLX,0.915
SIVB,IVZ,0.893
SIVB,KEY,0.897
SIVB,PEO,0.909
SLM,STRA,0.907
SLM,USAP,0.906
SLM,VBFC,0.92
SLM,VIVO,0.89
SLM,AA,0.908
SLM,AEG,0.904
SLM,AEO,0.906
SLM,ASA,0.913
SLM,AVA,0.893
SLM,BAC,0.887
SLM,BBAR,0.918
SLM,BXMT,0.935
SLM,CBD,0.9
SLM,DDS,0.895
SLM,DX,0.885
SLM,FCX,0.892
SLM,GGT,0.893
SLM,GWW,0.904
SLM,HD,0.892
SLM,HMN,0.931
SLM,HWM,0.908
SLM,IRL,0.911
SLM,JPM,0.919
SLM,KBH,0.913
SLM,KMPR,0.885
SLM,MMS,0.9
SLM,MSM,0.923
SLM,MT,0.888
SLM,MUC,0.909
SLM,MYN,0.892
SLM,NAV,0.914
SLM,NUE,0.9
SLM,NX,0.915
SLM,PBI,0.909
SLM,PGR,0.932
SLM,RBA,0.902
SLM,SID,0.926
SLM,TFC,0.907
SLM,TGNA,0.886
SLM,TPC,0.934
SLM,TWN,0.896
SLM,UGP,0.885
SLM,YPF,0.911
SLP,AVA,0.892
SLP,BXMT,0.895
SLP,FCX,0.9
SLP,IRL,0.899
SLP,MSM,0.914
SLP,SID,0.901
SLP,TPC,0.885
HGBL,KVHI,0.922
HGBL,MVIS,0.914
HGBL,NTCT,0.885
HGBL,OLED,0.912
HGBL,SCKT,0.917
HGBL,VCEL,0.894
HGBL,TDS,0.922
HLIO,HRTX,0.89
HLIO,RAND,0.919
HLIT,NEON,0.893
HLIT,NVDA,0.898
HLIT,SWKS,0.895
HLIT,AMT,0.9
HMC,MTW,0.921
HMC,NOC,0.887
HMC,WRI,0.901
HRTX,HSKA,0.916
HRTX,INO,0.911
HRTX,IVAC,0.91
HRTX,JCOM,0.92
HRTX,KTCC,0.907
HRTX,KTOS,0.929
HRTX,MBOT,0.929
HRTX,MSTR,0.897
HRTX,MVIS,0.916
HRTX,NAII,0.888
HRTX,OPK,0.945
HRTX,ORRF,0.9
HRTX,PCTI,0.886
HRTX,PLUS,0.961
HRTX,PTNR,0.893
HRTX,QADB,0.891
HRTX,RDCM,0.923
HRTX,REFR,0.885
HRTX,RGEN,0.941
HRTX,SALM,0.913
HRTX,SEAC,0.917
HRTX,SGMS,0.902
HRTX,SIEB,0.893
HRTX,SNGX,0.896
HRTX,STRA,0.915
HRTX,TENX,0.895
HRTX,THRM,0.903
HRTX,UTHR,0.885
HRTX,VIVO,0.896
HRTX,VTNR,0.908
HRTX,AON,0.921
HRTX,BB,0.886
HRTX,CCU,0.911
HRTX,CUB,0.965
HRTX,EGHT,0.89
HRTX,ENZ,0.913
HRTX,ESTE,0.907
HRTX,IPG,0.917
HRTX,MT,0.893
HRTX,MVT,0.899
HRTX,OFG,0.92
HRTX,RIO,0.911
HRTX,SCHW,0.896
HRTX,SPB,0.905
HRTX,TDF,0.916
HRTX,TGNA,0.904
HRTX,TGT,0.929
HRTX,TRT,0.928
HRTX,USM,0.956
HRTX,VHC,0.919
HSIC,ITIC,0.901
HSIC,SBGI,0.89
HSIC,SGMA,0.89
HSIC,WETF,0.889
HSIC,CBD,0.905
HSIC,CHN,0.888
HSIC,MSM,0.891
HSIC,SID,0.89
HSIC,SSL,0.919
HSIC,TPC,0.898
HSIC,UGP,0.893
HSKA,INO,0.91
HSKA,JCOM,0.897
HSKA,KTCC,0.905
HSKA,KTOS,0.905
HSKA,LGND,0.908
HSKA,MBOT,0.894
HSKA,MMSI,0.936
HSKA,NKTR,0.9
HSKA,NUAN,0.886
HSKA,NVAX,0.892
HSKA,OPK,0.92
HSKA,PCTI,0.886
HSKA,PCYG,0.903
HSKA,PLUS,0.91
HSKA,RCMT,0.902
HSKA,RDCM,0.913
HSKA,RGEN,0.899
HSKA,SALM,0.954
HSKA,SEAC,0.897
HSKA,SPNS,0.889
HSKA,STRA,0.891
HSKA,SWKH,0.893
HSKA,VBFC,0.897
HSKA,VOXX,0.899
HSKA,VTNR,0.928
HSKA,ASA,0.92
HSKA,BB,0.929
HSKA,CDR,0.885
HSKA,CUB,0.911
HSKA,DSM,0.905
HSKA,ENZ,0.901
HSKA,GBX,0.896
HSKA,GVA,0.912
HSKA,HQL,0.894
HSKA,IPG,0.94
HSKA,MT,0.886
HSKA,MTN,0.895
HSKA,MUJ,0.937
HSKA,MVT,0.892
HSKA,NX,0.901
HSKA,OFG,0.932
HSKA,SQM,0.895
HSKA,TDF,0.899
HSKA,TEO,0.89
HSKA,UGP,0.91
HSKA,UNF,0.909
HSKA,USM,0.925
HSKA,VHC,0.915
HST,BXP,0.901
HST,ESS,0.886
HST,KRC,0.9
HST,MGM,0.906
HST,NNN,0.949
HST,VTR,0.912
HST,WRE,0.915
HTLD,ICUI,0.9
HTLD,RUSHB,0.897
HTLD,ABM,0.89
HTLD,EQT,0.901
HTLD,ETN,0.887
HTLD,LH,0.914
HTLD,VSH,0.897
HTLD,ZNH,0.885
HUBG,IMBI,0.902
HUBG,KRMD,0.891
HUBG,MSTR,0.917
HUBG,NBTB,0.934
HUBG,SEAC,0.901
HUBG,SMMF,0.912
HUBG,SPNS,0.885
HUBG,VBFC,0.886
HUBG,WSTG,0.942
HUBG,ANF,0.923
HUBG,GEO,0.89
HUBG,GIB,0.901
HUBG,KMPR,0.926
HUBG,MSA,0.898
HUBG,RBA,0.905
HUBG,RHP,0.931
HUBG,SMP,0.912
HUBG,TJX,0.922
HUBG,UNF,0.9
HWBK,AIV,0.916
HWBK,ARE,0.902
HWBK,NNN,0.889
HWBK,RGR,0.93
HWBK,SRI,0.913
HWBK,VPV,0.889
HWKN,ICAD,0.885
HWKN,ICCC,0.906
HWKN,MIND,0.891
HWKN,UTSI,0.889
HWKN,GGB,0.887
HWKN,OFG,0.888
IAC,MTCH,1.0
IAC,RMBS,0.897
IAC,SPXC,0.895
IART,LAMR,0.925
IART,NICE,0.904
IART,TTNP,0.894
IART,DY,0.905
IART,PLT,0.905
IART,WAT,0.919
IART,WPP,0.889
ICAD,UTMD,0.901
ICAD,WDFC,0.894
ICAD,CIG,0.885
ICAD,GGB,0.922
ICAD,HLX,0.923
ICAD,KTF,0.897
ICCC,IDN,0.902
ICCC,INOD,0.953
ICCC,ISIG,0.917
ICCC,IT,0.891
ICCC,KTOS,0.897
ICCC,NVAX,0.885
ICCC,RDCM,0.921
ICCC,SGMS,0.917
ICCC,SIEB,0.886
ICCC,SPPI,0.915
ICCC,SRPT,0.918
ICCC,TENX,0.912
ICCC,ADX,0.89
ICCC,FMX,0.905
ICCC,GAM,0.924
ICCC,HQL,0.89
ICCC,IRS,0.913
ICCC,MXE,0.916
ICCC,NTZ,0.909
ICCC,OFG,0.897
ICCC,REV,0.903
ICCC,SCHW,0.89
ICCC,SCS,0.91
ICCC,SQM,0.904
ICCC,TDF,0.913
ICCC,TEO,0.886
ICON,RJF,0.921
ICUI,LCUT,0.917
ICUI,PLCE,0.954
ICUI,RUSHB,0.927
ICUI,SSRM,0.901
ICUI,XEL,0.891
ICUI,AEE,0.901
ICUI,AJRD,0.909
ICUI,ALE,0.89
ICUI,BSX,0.905
ICUI,DRE,0.903
ICUI,DTE,0.926
ICUI,ED,0.897
ICUI,ETN,0.897
ICUI,EW,0.897
ICUI,GD,0.92
ICUI,GPC,0.901
ICUI,HE,0.906
ICUI,HXL,0.901
ICUI,LH,0.939
ICUI,LMT,0.888
ICUI,O,0.888
ICUI,PFE,0.892
ICUI,PNW,0.925
ICUI,PPL,0.906
ICUI,RHI,0.89
ICUI,SSD,0.912
ICUI,TKR,0.928
IDCC,INTZ,0.902
IDCC,KVHI,0.899
IDCC,RFIL,0.911
IDCC,JBL,0.916
IDCC,TDS,0.933
IDCC,TV,0.886
IDN,IT,0.931
IDN,OBLG,0.92
IDN,RMBS,0.912
IDN,FMX,0.89
IDN,GAM,0.912
IDN,GGB,0.923
IDN,IPG,0.886
IDN,MQY,0.892
IDN,MVF,0.922
IDN,NTZ,0.886
IDN,OFG,0.894
IDN,SF,0.921
IDRA,XOMA,0.906
IDXX,PLPC,0.902
IDXX,UVSP,0.89
IDXX,CSR,0.909
IDXX,DGX,0.89
IEC,INTG,0.893
IEC,KINS,0.905
IEC,NNBR,0.885
IEC,SSB,0.914
IEC,VBFC,0.913
IEC,WSTG,0.894
IEC,AEG,0.892
IEC,BBAR,0.899
IEC,CACI,0.892
IEC,CAL,0.885
IEC,CBD,0.897
IEC,DX,0.929
IEC,EMF,0.893
IEC,GFI,0.913
IEC,MMS,0.907
IEC,SYX,0.89
IEC,Y,0.908
IESC,KTOS,0.895
IESC,NVAX,0.9
IESC,SNGX,0.89
IESC,WETF,0.902
IESC,ADX,0.887
IESC,CEE,0.9
IESC,CHN,0.924
IESC,EEA,0.908
IESC,LEN,0.902
IESC,MXE,0.925
IESC,VIV,0.89
IESC,YPF,0.887
IIVI,IEX,0.886
IMBI,IMGN,0.898
IMBI,INO,0.895
IMBI,IPAR,0.924
IMBI,JCOM,0.945
IMBI,JJSF,0.89
IMBI,KTOS,0.932
IMBI,LGND,0.941
IMBI,LPTH,0.922
IMBI,MDCA,0.898
IMBI,MDRX,0.94
IMBI,MITK,0.952
IMBI,MMSI,0.93
IMBI,MSFT,0.931
IMBI,MSTR,0.968
IMBI,MVIS,0.905
IMBI,NAII,0.933
IMBI,NBTB,0.898
IMBI,NKTR,0.887
IMBI,NUAN,0.945
IMBI,NVAX,0.895
IMBI,NVEC,0.918
IMBI,OPK,0.887
IMBI,ORRF,0.898
IMBI,OSIS,0.889
IMBI,PCTI,0.931
IMBI,PWFL,0.901
IMBI,QADB,0.934
IMBI,QCOM,0.958
IMBI,RDCM,0.896
IMBI,RDNT,0.929
IMBI,REFR,0.926
IMBI,RGEN,0.887
IMBI,RMTI,0.895
IMBI,SALM,0.934
IMBI,SEAC,0.948
IMBI,SIEB,0.899
IMBI,SMMF,0.915
IMBI,SPNS,0.946
IMBI,STCN,0.935
IMBI,SWKH,0.91
IMBI,THRM,0.957
IMBI,TTWO,0.891
IMBI,USAP,0.89
IMBI,USIO,0.888
IMBI,UTHR,0.885
IMBI,VBFC,0.918
IMBI,VIVO,0.889
IMBI,VOD,0.93
IMBI,VOXX,0.916
IMBI,WHLM,0.888
IMBI,WSTG,0.947
IMBI,ZIXI,0.922
IMBI,AAIC,0.946
IMBI,AEO,0.894
IMBI,ANF,0.937
IMBI,BB,0.94
IMBI,BBAR,0.894
IMBI,BKE,0.892
IMBI,CBB,0.908
IMBI,CBT,0.898
IMBI,CHN,0.928
IMBI,EEA,0.9
IMBI,EGHT,0.926
IMBI,EMF,0.934
IMBI,ENZ,0.931
IMBI,GEO,0.945
IMBI,GGT,0.894
IMBI,GHC,0.944
IMBI,GIB,0.917
IMBI,GPS,0.902
IMBI,GVA,0.929
IMBI,JPM,0.89
IMBI,KMPR,0.89
IMBI,LEE,0.928
IMBI,MHN,0.893
IMBI,MLR,0.897
IMBI,MSA,0.949
IMBI,MT,0.948
IMBI,MTN,0.913
IMBI,MYN,0.886
IMBI,NX,0.925
IMBI,OXM,0.89
IMBI,PRG,0.898
IMBI,RBA,0.912
IMBI,RHP,0.916
IMBI,SFE,0.95
IMBI,SMP,0.937
IMBI,SPB,0.918
IMBI,SYX,0.948
IMBI,TDF,0.933
IMBI,TEO,0.922
IMBI,TGNA,0.931
IMBI,TJX,0.931
IMBI,TRT,0.941
IMBI,UGP,0.94
IMBI,UNF,0.909
IMBI,USM,0.896
IMBI,VHC,0.937
IMBI,VIV,0.903
IMBI,WMB,0.937
IMBI,WRB,0.91
IMBI,YPF,0.892
IMGN,IMMR,0.923
IMGN,INO,0.892
IMGN,INOD,0.922
IMGN,IONS,0.901
IMGN,ITI,0.936
IMGN,JCOM,0.888
IMGN,KLAC,0.905
IMGN,KTOS,0.897
IMGN,LGND,0.963
IMGN,MDRX,0.938
IMGN,MMSI,0.928
IMGN,NKTR,0.923
IMGN,NTCT,0.897
IMGN,NUAN,0.938
IMGN,NVAX,0.936
IMGN,OBLG,0.932
IMGN,OSUR,0.952
IMGN,OTEX,0.901
IMGN,PTC,0.907
IMGN,QCOM,0.92
IMGN,RDCM,0.923
IMGN,RDWR,0.909
IMGN,REFR,0.907
IMGN,SIEB,0.896
IMGN,SIFY,0.952
IMGN,SILC,0.895
IMGN,SPNS,0.92
IMGN,SPPI,0.938
IMGN,SRPT,0.939
IMGN,SWKH,0.952
IMGN,TENX,0.894
IMGN,THRM,0.886
IMGN,TURN,0.92
IMGN,USIO,0.913
IMGN,VOD,0.886
IMGN,VOXX,0.89
IMGN,VSAT,0.889
IMGN,AAIC,0.915
IMGN,BB,0.933
IMGN,BBAR,0.888
IMGN,CHN,0.887
