Source,Target,Weight
CFFI,ICUI,0.929
CFFI,LARK,0.918
CFFI,LCUT,0.944
CFFI,SSRM,0.933
CFFI,ABM,0.915
CFFI,AEE,0.918
CFFI,BSX,0.953
CFFI,CAH,0.917
CFFI,DTE,0.939
CFFI,ED,0.948
CFFI,EHC,0.919
CFFI,EIX,0.932
CFFI,ETN,0.933
CFFI,FSS,0.916
CFFI,HXL,0.966
CFFI,MAN,0.921
CFFI,NOC,0.925
CFFI,PCG,0.915
CFFI,PFE,0.939
CFFI,PNW,0.923
CFFI,RHI,0.925
CFFI,WSO,0.949
CFFI,ZNH,0.935
CGNX,DSM,0.93
CHNR,CLDX,0.929
CHNR,ENG,0.923
CHNR,HDSN,0.918
CHNR,JCOM,0.946
CHNR,MANH,0.92
CHNR,MKTY,0.921
CHNR,MVIS,0.934
CHNR,NAII,0.915
CHNR,OPK,0.925
CHNR,ORRF,0.929
CHNR,REFR,0.938
CHNR,SNEX,0.962
CHNR,TTWO,0.916
CHNR,WINT,0.929
CHNR,EGHT,0.946
CHNR,ENZ,0.926
CHNR,VHC,0.922
CHRW,EHC,0.919
CHRW,WELL,0.921
CIGI,STC,0.928
CLAR,CMTL,0.914
CLAR,CSPI,0.972
CLAR,DLHC,0.928
CLAR,EBIX,0.941
CLAR,EEFT,0.925
CLAR,FCEL,0.965
CLAR,GEG,0.944
CLAR,GYRO,0.962
CLAR,HSKA,0.922
CLAR,IMGN,0.941
CLAR,IMMR,0.914
CLAR,INO,0.943
CLAR,INOD,0.924
CLAR,IONS,0.938
CLAR,JCOM,0.943
CLAR,KLAC,0.919
CLAR,LGND,0.948
CLAR,LPTH,0.925
CLAR,MDRX,0.964
CLAR,MIND,0.927
CLAR,MKTY,0.943
CLAR,MMSI,0.962
CLAR,NKTR,0.974
CLAR,NUAN,0.935
CLAR,NVAX,0.957
CLAR,OBLG,0.931
CLAR,OPK,0.934
CLAR,OSUR,0.92
CLAR,PCYG,0.923
CLAR,QCOM,0.916
CLAR,RCMT,0.937
CLAR,RDCM,0.941
CLAR,REFR,0.916
CLAR,RGEN,0.946
CLAR,SALM,0.934
CLAR,SEAC,0.92
CLAR,SIEB,0.927
CLAR,SIFY,0.941
CLAR,SPNS,0.933
CLAR,SRPT,0.94
CLAR,STCN,0.927
CLAR,SWKH,0.953
CLAR,TURN,0.924
CLAR,USAP,0.92
CLAR,USIO,0.93
CLAR,UTHR,0.914
CLAR,UTSI,0.926
CLAR,VOXX,0.926
CLAR,VSAT,0.932
CLAR,VTNR,0.914
CLAR,BB,0.968
CLAR,CDR,0.917
CLAR,CX,0.924
CLAR,DVD,0.919
CLAR,ENZ,0.967
CLAR,FMX,0.931
CLAR,GVA,0.924
CLAR,HQL,0.976
CLAR,IBM,0.948
CLAR,IPG,0.943
CLAR,MEI,0.917
CLAR,MSI,0.928
CLAR,MTN,0.925
CLAR,MUJ,0.916
CLAR,MVT,0.952
CLAR,MXE,0.917
CLAR,MXF,0.941
CLAR,OFG,0.929
CLAR,SAP,0.923
CLAR,SCHW,0.96
CLAR,SFE,0.937
CLAR,TDF,0.949
CLAR,TEO,0.934
CLAR,TRT,0.923
CLAR,USM,0.924
CLAR,VHC,0.969
CLBS,DMRC,0.936
CLBS,INTG,0.925
CLBS,ITIC,0.92
CLBS,JJSF,0.941
CLBS,PMBC,0.929
CLBS,SGMA,0.928
CLBS,STRA,0.925
CLBS,AEO,0.917
CLBS,ASA,0.931
CLBS,AVA,0.942
CLBS,BBAR,0.935
CLBS,BXMT,0.99
CLBS,CBD,0.951
CLBS,CHN,0.921
CLBS,CS,0.921
CLBS,GGT,0.95
CLBS,KBH,0.917
CLBS,LOW,0.916
CLBS,MIY,0.916
CLBS,MMS,0.956
CLBS,MSM,0.976
CLBS,MXE,0.944
CLBS,NX,0.923
CLBS,PKX,0.931
CLBS,RBA,0.92
CLBS,RCI,0.919
CLBS,ROK,0.936
CLBS,SID,0.977
CLBS,SYX,0.928
CLBS,TWN,0.936
CLBS,UGP,0.929
CLBS,Y,0.934
CLBS,YPF,0.952
CLDX,JCOM,0.927
CLDX,LPTH,0.935
CLDX,MKTY,0.929
CLDX,MVIS,0.929
CLDX,OPK,0.919
CLDX,OSIS,0.924
CLDX,SNEX,0.946
CLDX,STCN,0.923
CLDX,TTWO,0.914
CLDX,VOXX,0.914
CLDX,EGHT,0.923
CLDX,ENZ,0.918
CLDX,LII,0.916
CLDX,WMB,0.93
CLFD,NTCT,0.933
CLFD,OBLG,0.918
CLFD,OLED,0.919
CLFD,OPCH,0.919
CLFD,RDCM,0.936
CLFD,SIFY,0.919
CLFD,SPPI,0.924
CLFD,SWKH,0.916
CLFD,GAM,0.926
CLFD,JNPR,0.914
CLFD,MEI,0.95
CLFD,MXF,0.929
CLFD,TMO,0.925
CLRO,ITI,0.918
CLRO,GAM,0.942
CLRO,GF,0.943
CLWT,CMTL,0.952
CLWT,CTG,0.92
CLWT,NVEC,0.914
CLWT,PCTI,0.915
CLWT,ANF,0.926
CLWT,AON,0.915
CLWT,CBB,0.921
CLWT,DDS,0.927
CLWT,ESTE,0.921
CLWT,IRL,0.924
CLWT,MSA,0.924
CLWT,OCN,0.926
CLWT,RF,0.919
CLWT,RL,0.939
CLWT,SRT,0.925
CLWT,TRT,0.92
CLWT,WRB,0.914
CMCT,BKN,0.925
CMTL,CSPI,0.925
CMTL,CTG,0.965
CMTL,DXPE,0.923
CMTL,EBIX,0.955
CMTL,EEFT,0.918
CMTL,EGAN,0.963
CMTL,FCEL,0.969
CMTL,FCFS,0.925
CMTL,FLIR,0.917
CMTL,FONR,0.942
CMTL,GEG,0.923
CMTL,GIGM,0.938
CMTL,IMBI,0.949
CMTL,INO,0.922
CMTL,IPAR,0.941
CMTL,JCOM,0.965
CMTL,KTOS,0.921
CMTL,MDRX,0.942
CMTL,MIND,0.925
CMTL,MITK,0.926
CMTL,MMSI,0.932
CMTL,MSTR,0.967
CMTL,NAII,0.919
CMTL,NUAN,0.942
CMTL,NVEC,0.951
CMTL,PCTI,0.972
CMTL,PEGA,0.925
CMTL,QADB,0.931
CMTL,RMTI,0.951
CMTL,SALM,0.941
CMTL,SEAC,0.955
CMTL,SIEB,0.927
CMTL,SPNS,0.916
CMTL,STCN,0.936
CMTL,THRM,0.936
CMTL,USAP,0.936
CMTL,USIO,0.916
CMTL,UTHR,0.935
CMTL,VBFC,0.933
CMTL,VIVO,0.926
CMTL,WHLM,0.937
CMTL,WSTG,0.928
CMTL,ZIXI,0.948
CMTL,ANF,0.962
CMTL,AON,0.931
CMTL,BKE,0.928
CMTL,CBB,0.928
CMTL,CBT,0.917
CMTL,CHN,0.939
CMTL,DDS,0.933
CMTL,EGHT,0.932
CMTL,ENZ,0.952
CMTL,ESTE,0.958
CMTL,GEO,0.92
CMTL,GHC,0.944
CMTL,GPS,0.923
CMTL,GVA,0.951
CMTL,GWW,0.921
CMTL,IPG,0.937
CMTL,IRL,0.928
CMTL,KMPR,0.935
CMTL,KMX,0.945
CMTL,LEE,0.952
CMTL,MSA,0.969
CMTL,MT,0.967
CMTL,MTN,0.924
CMTL,NAC,0.916
CMTL,NAV,0.943
CMTL,NX,0.931
CMTL,OFG,0.922
CMTL,SFE,0.94
CMTL,SMP,0.936
CMTL,SYX,0.915
CMTL,TCI,0.915
CMTL,TGNA,0.945
CMTL,TPC,0.927
CMTL,TRT,0.98
CMTL,UGP,0.925
CMTL,USM,0.943
CMTL,VHC,0.967
CMTL,WMB,0.918
CMTL,WRB,0.956
SMBC,DGX,0.921
SMBC,EIX,0.914
SMBC,NOC,0.917
SMBC,PEAK,0.914
SMIT,GFF,0.938
SMMF,SPNS,0.921
SMMF,WSTG,0.922
SMMF,GIB,0.927
SMMF,PHI,0.935
SMMF,RBA,0.936
SMMF,RCL,0.922
SMMF,RHP,0.97
SMMF,SYX,0.934
SMMF,TJX,0.925
SMMF,UNF,0.943
SNEX,THRM,0.927
SNEX,VOXX,0.934
SNEX,EGHT,0.916
SNEX,TGNA,0.914
SNGX,SPNS,0.919
SNGX,SRPT,0.92
SNGX,TENX,0.923
SNGX,TDF,0.927
SNPS,SWKH,0.914
SPNS,SRPT,0.919
SPNS,THRM,0.922
SPNS,USIO,0.915
SPNS,VBFC,0.931
SPNS,VOD,0.935
SPNS,WSTG,0.949
SPNS,ZIXI,0.928
SPNS,ANF,0.93
SPNS,BB,0.94
SPNS,BBAR,0.914
SPNS,CHN,0.932
SPNS,EMF,0.936
SPNS,ENZ,0.96
SPNS,GEO,0.921
SPNS,GFI,0.917
SPNS,GIB,0.938
SPNS,GVA,0.95
SPNS,HQL,0.919
SPNS,MT,0.927
SPNS,MTN,0.922
SPNS,MUJ,0.934
SPNS,RHP,0.937
SPNS,SFE,0.92
SPNS,SYX,0.953
SPNS,TDF,0.931
SPNS,TEO,0.923
SPNS,TRT,0.939
SPNS,UGP,0.948
SPNS,UNF,0.947
SPNS,VHC,0.949
SPPI,SRPT,0.953
SPPI,SWKH,0.924
SPPI,TURN,0.95
SPPI,HQH,0.932
SPPI,HQL,0.936
SPPI,MEI,0.96
SPPI,SQM,0.943
SPPI,TDF,0.933
SRCL,VBFC,0.924
SRCL,BBAR,0.916
SRCL,BXS,0.921
SRCL,CBD,0.921
SRCL,CHN,0.938
SRCL,DRQ,0.914
SRCL,GVA,0.915
SRCL,MHN,0.942
SRCL,MSM,0.939
SRCL,MT,0.914
SRCL,MTN,0.917
SRCL,MUC,0.918
SRCL,MXE,0.92
SRCL,SID,0.927
SRCL,UGP,0.947
SRPT,SWKH,0.924
SRPT,TENX,0.969
SRPT,THRM,0.918
SRPT,ADX,0.926
SRPT,FMX,0.916
SRPT,GAM,0.926
SRPT,GF,0.919
SRPT,GGT,0.926
SRPT,HQL,0.952
SRPT,MEI,0.933
SRPT,MVT,0.924
SRPT,MXE,0.938
SRPT,MXF,0.925
SRPT,NTZ,0.918
SRPT,SCHW,0.953
SRPT,SQM,0.942
SRPT,SYX,0.916
SRPT,TDF,0.962
SRPT,TEO,0.975
SRPT,VIV,0.918
SSB,UFCS,0.925
SSRM,BSX,0.935
SSRM,CEA,0.93
SSRM,ED,0.928
SSRM,EIX,0.916
SSRM,NOC,0.919
SSRM,PCG,0.923
SSRM,WSO,0.972
STCN,USIO,0.914
STCN,UTHR,0.949
STCN,VIAV,0.94
STCN,ZIXI,0.928
STCN,AAIC,0.918
STCN,BB,0.922
STCN,CBT,0.936
STCN,CVA,0.919
STCN,EGHT,0.934
STCN,ENZ,0.944
STCN,GVA,0.919
STCN,IBM,0.933
STCN,NUS,0.914
STCN,SFE,0.941
STCN,TRT,0.931
STCN,VHC,0.938
STCN,WMB,0.921
STCN,WRB,0.93
STRA,UG,0.918
STRA,VIVO,0.92
STRA,AEO,0.932
STRA,ASA,0.926
STRA,BXMT,0.939
STRA,MSM,0.918
STRA,NX,0.917
STRA,RBA,0.943
STRA,SID,0.937
STRA,TPC,0.925
STRA,UGP,0.917
STRA,YPF,0.938
STRL,DX,0.917
SVC,UFPI,0.93
SVC,ABC,0.921
SVC,EQR,0.947
SVC,ESS,0.934
SVC,IBA,0.926
SVC,IIM,0.924
SVC,MAC,0.949
SVC,SITC,0.945
SVC,SPG,0.939
SVC,SWN,0.919
SVC,VTR,0.92
SVC,WRI,0.914
SWKH,TURN,0.919
SWKH,USIO,0.939
SWKH,VCEL,0.914
SWKH,VOXX,0.917
SWKH,BB,0.962
SWKH,ENZ,0.936
SWKH,HQL,0.946
SWKH,MEI,0.932
SWKH,SFE,0.937
SWKH,TDF,0.96
SWKH,TEO,0.915
SWKH,VHC,0.928
TCX,UTHR,0.937
TCX,UTSI,0.936
TCX,LDL,0.919
TCX,PDS,0.916
TENX,THRM,0.924
TENX,VIVO,0.941
TENX,ADX,0.94
TENX,CHN,0.923
TENX,EEA,0.921
TENX,GAM,0.918
TENX,GGT,0.922
TENX,HD,0.916
TENX,MXE,0.924
TENX,SCHW,0.948
TENX,TDF,0.951
TENX,TEO,0.949
TENX,USM,0.925
THMO,TTWO,0.93
THRM,USAP,0.925
THRM,VOXX,0.932
THRM,WSTG,0.914
THRM,AAIC,0.928
THRM,ANF,0.925
THRM,BB,0.916
THRM,EMF,0.938
THRM,GEO,0.934
THRM,GGT,0.919
THRM,GHC,0.936
THRM,GIB,0.923
THRM,MSA,0.944
THRM,MT,0.93
THRM,NX,0.924
THRM,SFE,0.938
THRM,SPB,0.926
THRM,SYX,0.933
THRM,TDF,0.927
THRM,TEO,0.942
THRM,TGNA,0.964
THRM,TJX,0.919
THRM,TRT,0.927
THRM,USM,0.925
THRM,VHC,0.926
T,NTZ,0.928
TRMB,ZBRA,0.946
TSBK,DSM,0.915
TSBK,MQY,0.925
TSBK,SNN,0.925
TTWO,ZIXI,0.945
TTWO,BKE,0.929
TTWO,EGHT,0.969
TTWO,ENZ,0.919
TTWO,RLI,0.922
TTWO,TRT,0.92
TURN,HQH,0.936
TURN,HQL,0.937
TURN,JNPR,0.935
TURN,MEI,0.965
TURN,MXF,0.92
TURN,TIMB,0.919
UFPI,CUZ,0.923
UFPI,EQR,0.947
UFPI,KIM,0.928
UFPI,MGA,0.92
UFPI,MLP,0.936
UFPI,MMT,0.928
UFPI,PEI,0.953
UFPI,PSB,0.915
UFPI,SPG,0.916
UFPI,SRE,0.925
UFPI,VTR,0.921
UFPI,WELL,0.944
UFPI,WRE,0.927
UG,DRD,0.926
UHAL,ADX,0.94
UHAL,GAM,0.921
UHAL,GF,0.934
UHAL,MXF,0.925
UHAL,TEO,0.939
UMPQ,SRI,0.917
UNAM,EHC,0.921
UNAM,FSS,0.949
UNAM,RHI,0.93
UNTY,BXS,0.919
UNTY,CAL,0.94
URBN,AEG,0.916
URBN,AEO,0.928
URBN,AZO,0.929
URBN,JPM,0.922
URBN,LOW,0.919
URBN,MCK,0.97
URBN,PKX,0.918
URBN,RRC,0.936
URBN,TWN,0.923
USAP,VIVO,0.916
USAP,WHLM,0.941
USAP,ADX,0.961
USAP,BBAR,0.93
USAP,CEE,0.926
USAP,DDS,0.939
USAP,EEA,0.926
USAP,GAM,0.918
USAP,GF,0.915
USAP,GGT,0.935
USAP,HD,0.934
USAP,IPG,0.93
USAP,MXE,0.925
USAP,NAV,0.948
USAP,NTZ,0.927
USAP,NX,0.923
USAP,OFG,0.931
USAP,SCHW,0.928
USAP,SFE,0.92
USAP,TEO,0.924
USAP,VHC,0.915
USAP,WRB,0.93
USAP,YPF,0.915
USIO,UTHR,0.934
USIO,UTSI,0.93
USIO,VSAT,0.952
USIO,WHLM,0.94
USIO,CHN,0.932
USIO,CIG,0.947
USIO,DRQ,0.92
USIO,ENZ,0.955
USIO,GVA,0.917
USIO,HQL,0.932
USIO,IPG,0.955
USIO,MHN,0.935
USIO,MTN,0.946
USIO,MXE,0.924
USIO,NUS,0.933
USIO,OFG,0.926
USIO,SF,0.928
USIO,SFE,0.942
USIO,TDF,0.94
USIO,TRT,0.924
USIO,USM,0.927
USIO,VHC,0.944
UTHR,UTSI,0.934
UTHR,WHLM,0.915
UTHR,ZIXI,0.92
UTHR,AON,0.935
UTHR,CUB,0.92
UTHR,EGHT,0.951
UTHR,ENZ,0.948
UTHR,ESTE,0.946
UTHR,GVA,0.915
UTHR,IPG,0.923
UTHR,KMX,0.939
UTHR,KSU,0.915
UTHR,LDL,0.914
UTHR,LEE,0.917
UTHR,NAC,0.934
UTHR,NQP,0.934
UTHR,SFE,0.919
UTHR,TRT,0.937
UTHR,USM,0.921
UTHR,VHC,0.953
UTSI,VSAT,0.922
UTSI,WSFS,0.917
UTSI,ADX,0.93
UTSI,EQS,0.917
UTSI,FMX,0.933
UTSI,GAM,0.931
UTSI,IPG,0.914
UTSI,JOF,0.95
UTSI,KSU,0.919
UTSI,MXF,0.941
UTSI,OFG,0.922
UTSI,SCHW,0.939
UTSI,SF,0.941
UTSI,TDF,0.924
UTSI,VHC,0.92
UVSP,AKR,0.95
UVSP,CR,0.938
UVSP,DGX,0.953
UVSP,GBL,0.932
UVSP,GLT,0.932
UVSP,MLM,0.921
UVSP,NAT,0.934
UVSP,NOC,0.932
UVSP,PEAK,0.94
UVSP,SKT,0.918
UVSP,WELL,0.928
VBFC,WSTG,0.941
VBFC,AEO,0.938
VBFC,ANF,0.928
VBFC,ASA,0.952
VBFC,AU,0.93
VBFC,AXR,0.922
VBFC,BBAR,0.968
VBFC,BXS,0.957
VBFC,CBD,0.951
VBFC,CHN,0.94
VBFC,DRQ,0.925
VBFC,DX,0.954
VBFC,EMF,0.926
VBFC,GFI,0.936
VBFC,GGT,0.931
VBFC,GVA,0.967
VBFC,GWW,0.928
VBFC,HMN,0.951
VBFC,IPG,0.933
VBFC,JPM,0.924
VBFC,KMPR,0.941
VBFC,LEE,0.92
VBFC,MHN,0.922
VBFC,MMS,0.95
VBFC,MSA,0.928
VBFC,MSM,0.94
VBFC,MT,0.954
VBFC,MTN,0.931
VBFC,MUC,0.961
VBFC,MUJ,0.934
VBFC,MYN,0.969
VBFC,NAV,0.919
VBFC,NX,0.973
VBFC,RBA,0.951
VBFC,RHP,0.921
VBFC,SID,0.95
VBFC,SYX,0.964
VBFC,TEO,0.915
VBFC,TPC,0.951
VBFC,TRT,0.932
VBFC,UGP,0.975
VBFC,UNF,0.955
VBFC,VHC,0.936
VCEL,LII,0.916
VEON,EGHT,0.927
VIAV,JNPR,0.915
VIAV,MSI,0.914
VIAV,SAP,0.928
VICR,IEX,0.916
VICR,LXP,0.914
VIVO,ADX,0.928
VIVO,AEO,0.922
VIVO,ANF,0.941
VIVO,BXMT,0.915
VIVO,CBB,0.923
VIVO,CCU,0.917
VIVO,CHN,0.919
VIVO,EEA,0.921
VIVO,GEO,0.94
VIVO,GGT,0.918
VIVO,GHC,0.941
VIVO,IRL,0.934
VIVO,JPM,0.927
VIVO,KBH,0.928
VIVO,KT,0.928
VIVO,MSA,0.918
VIVO,MT,0.936
VIVO,NX,0.932
VIVO,SPB,0.939
VIVO,SYX,0.927
VIVO,TGNA,0.928
VIVO,TJX,0.927
VIVO,TRT,0.934
VIVO,USM,0.916
VIVO,YPF,0.949
VLY,NUE,0.94
VOD,WSTG,0.918
VOD,MLR,0.93
VOXX,BB,0.916
VOXX,SFE,0.921
VSAT,CHN,0.927
VSAT,CIG,0.914
VSAT,CVA,0.915
VSAT,DRQ,0.932
VSAT,ENZ,0.935
VSAT,HQL,0.94
VSAT,IPG,0.941
VSAT,MTN,0.942
VSAT,MXE,0.943
VSAT,NUS,0.923
VSAT,SCHW,0.916
VSAT,TDF,0.929
VSAT,VHC,0.936
VTNR,CUB,0.914
VTNR,ENZ,0.915
VTNR,GVA,0.924
VTNR,IPG,0.922
VTNR,MVT,0.935
VTNR,OFG,0.917
VTNR,USM,0.932
VTNR,VHC,0.947
VWTR,DAR,0.926
WDFC,CIG,0.938
WDFC,DRQ,0.916
WDFC,DY,0.932
WDFC,GAM,0.916
WDFC,GGB,0.921
WDFC,MQY,0.918
WDFC,MXE,0.919
WDFC,SF,0.917
WETF,TDF,0.915
WHLM,ADX,0.939
WHLM,CBT,0.918
WHLM,CEE,0.915
WHLM,CHN,0.944
WHLM,DRQ,0.922
WHLM,ESTE,0.917
WHLM,GVA,0.93
WHLM,IPG,0.953
WHLM,LEE,0.939
WHLM,MHN,0.94
WHLM,MT,0.942
WHLM,MXE,0.928
WHLM,NAV,0.92
WHLM,OFG,0.933
WHLM,TRT,0.935
WHLM,VHC,0.924
WINT,EGHT,0.924
WSFS,JOF,0.931
WSFS,SF,0.926
WSTG,AEO,0.949
WSTG,ANF,0.962
WSTG,AXR,0.934
WSTG,BBAR,0.916
WSTG,CBB,0.929
WSTG,CHN,0.929
WSTG,DX,0.919
WSTG,EEA,0.924
WSTG,EMF,0.962
WSTG,GEO,0.963
WSTG,GFI,0.915
WSTG,GGT,0.919
WSTG,GHC,0.938
WSTG,GIB,0.944
WSTG,GVA,0.926
WSTG,GWW,0.925
WSTG,JPM,0.947
WSTG,KMPR,0.946
WSTG,LEE,0.916
WSTG,MSA,0.95
WSTG,MT,0.938
WSTG,NX,0.938
WSTG,RBA,0.943
WSTG,RCL,0.914
WSTG,RHP,0.945
WSTG,SMP,0.952
WSTG,SYX,0.963
WSTG,TGNA,0.914
WSTG,TJX,0.937
WSTG,TRT,0.929
WSTG,UGP,0.933
WSTG,UNF,0.919
WSTG,VHC,0.923
WTFC,DCO,0.918
XEL,AEE,0.929
XEL,ALE,0.942
XEL,ETR,0.931
XEL,NI,0.914
XEL,PNW,0.931
XEL,PPL,0.958
XLNX,CX,0.935
XLNX,TSM,0.927
XOMA,PHI,0.94
XOMA,TEF,0.918
ZIXI,ANF,0.936
ZIXI,BKE,0.962
ZIXI,EGHT,0.96
ZIXI,ENZ,0.955
ZIXI,GEO,0.914
ZIXI,GHC,0.921
ZIXI,GVA,0.936
ZIXI,KMPR,0.928
ZIXI,KMX,0.934
ZIXI,MSA,0.928
ZIXI,PRG,0.936
ZIXI,RLI,0.963
ZIXI,SMP,0.924
ZIXI,TRT,0.967
ZIXI,TU,0.923
ZIXI,VHC,0.946
ZIXI,WMB,0.924
AA,HWM,1.0
AAIC,MSA,0.926
AAIC,MTN,0.922
AAIC,OXM,0.914
AAIC,SFE,0.936
AAIC,SYX,0.926
AAIC,TDF,0.924
AB,RDN,0.945
ABC,BKN,0.924
ABC,ESS,0.921
ABC,SITC,0.932
ABC,WRI,0.955
ABM,BSX,0.924
ABM,ED,0.92
ABM,ELS,0.936
ABM,HSC,0.927
ABM,SBR,0.934
ADX,CEE,0.947
ADX,CHN,0.93
ADX,CIG,0.931
ADX,DDS,0.915
ADX,EEA,0.936
ADX,FMX,0.915
ADX,GAM,0.969
ADX,GF,0.954
ADX,GGT,0.928
ADX,HD,0.927
ADX,IPG,0.917
ADX,IRS,0.939
ADX,JOF,0.924
ADX,MXE,0.942
ADX,MXF,0.95
ADX,NAV,0.923
ADX,NTZ,0.93
ADX,OFG,0.915
ADX,SCHW,0.951
ADX,SF,0.92
ADX,SFE,0.921
ADX,TDF,0.929
ADX,TEO,0.939
AEE,AJRD,0.952
AEE,ALE,0.968
AEE,BSX,0.933
AEE,DTE,0.956
AEE,ED,0.977
AEE,EIX,0.954
AEE,ETR,0.961
AEE,GPC,0.923
AEE,HE,0.978
AEE,HNI,0.919
AEE,LH,0.915
AEE,NI,0.967
AEE,NOC,0.923
AEE,PCG,0.946
AEE,PEG,0.937
AEE,PNM,0.945
AEE,PNW,0.971
AEE,PPL,0.958
AEE,TKR,0.915
AEE,WRI,0.914
AEG,AEO,0.917
AEG,ALG,0.925
AEG,AU,0.917
AEG,AVA,0.928
AEG,AXR,0.923
AEG,CACI,0.964
AEG,CS,0.918
AEG,DX,0.955
AEG,GWW,0.92
AEG,HMN,0.926
AEG,JPM,0.924
AEG,MMS,0.931
AEG,NUE,0.925
AEG,PGR,0.92
AEG,TWN,0.947
AEO,ANF,0.918
AEO,ASA,0.919
AEO,AVA,0.935
AEO,AXR,0.936
AEO,AZO,0.916
AEO,BBAR,0.926
AEO,BXMT,0.914
AEO,CBD,0.925
AEO,CHN,0.926
AEO,DX,0.919
AEO,EEA,0.929
AEO,EMF,0.928
AEO,GEO,0.914
AEO,GGT,0.93
AEO,GHC,0.931
AEO,GIB,0.966
AEO,GWW,0.914
AEO,JPM,0.978
AEO,LOW,0.918
AEO,LUMN,0.914
AEO,MCK,0.924
AEO,MMS,0.94
AEO,MSM,0.918
AEO,MT,0.927
AEO,NX,0.946
AEO,PHI,0.929
AEO,PKX,0.921
AEO,RBA,0.973
AEO,RCL,0.936
AEO,RHP,0.922
AEO,SID,0.945
AEO,SYX,0.952
AEO,TJX,0.925
AEO,TWN,0.95
AEO,UGP,0.931
AEO,Y,0.928
AEO,YPF,0.935
AES,RHI,0.923
AES,ZNH,0.93
SLF,THC,0.916
SLF,TJX,0.922
SLF,TRV,0.929
SLF,UL,0.925
SLF,UVV,0.941
SLF,WCN,0.939
SLG,WGO,0.934
SM,UNH,0.949
SM,VMC,0.929
SNV,TFC,0.924
SPG,VGR,0.94
SPG,WGO,0.926
SPXC,SQM,0.928
SSL,WBK,0.92
STC,TVE,0.926
TCI,TEN,0.96
TCI,THO,0.928
TCI,TLK,0.953
TCI,WGO,0.924
TCI,WPC,0.929
TDY,TTI,0.925
TEN,THO,0.948
TEN,TYL,0.917
TEN,WGO,0.928
THO,VBF,0.92
THO,VCV,0.925
TJX,UVV,0.925
TLK,WPC,0.927
TRV,UL,0.928
TRV,UVV,0.924
UGP,VGR,0.926
UL,UNH,0.925
UL,UVV,0.927
UNH,VMC,0.951
UNH,WCN,0.943
UVV,WCN,0.932
VBF,WPP,0.917
VPV,WY,0.926
WCN,WFC,0.917
WCN,WM,0.938
WFC,WM,0.917
NAN,NUS,0.965
NAN,OCN,0.917
NAN,ROL,0.934
NAN,TLK,0.923
NEE,O,0.914
NHI,NUS,0.919
NHI,ROL,0.949
NHI,TTI,0.943
NOC,OXY,0.936
NOK,ORCL,0.949
NOM,THO,0.92
NUE,SFE,0.92
NUE,WGO,0.922
NUS,OCN,0.961
NUS,OFG,0.938
NUS,ROL,0.957
NUS,RYN,0.929
NUS,SCI,0.941
NUS,TCI,0.951
NUS,TEN,0.93
NUS,TLK,0.94
NUS,WPC,0.951
NVO,TR,0.933
NVO,UVV,0.926
NVR,NX,0.92
NVR,RYN,0.965
NVR,SF,0.949
NVR,SPG,0.928
NVR,TOL,0.939
NVR,WGO,0.915
NVR,WNC,0.917
NX,OCN,0.926
NX,OFG,0.921
NX,RYN,0.937
NX,SF,0.922
NX,SFE,0.95
NX,WGO,0.945
O,PNC,0.931
O,RLI,0.934
O,TFC,0.914
O,UVV,0.921
O,WFC,0.917
O,WM,0.918
OCN,OFG,0.939
OCN,OXM,0.915
OCN,ROL,0.948
OCN,TCI,0.936
OCN,TEN,0.928
OCN,TLK,0.934
OCN,WPC,0.956
OFG,RYN,0.921
OFG,SCI,0.941
OFG,SFE,0.922
OFG,TCI,0.976
OFG,TEN,0.97
OFG,THO,0.947
OFG,TLK,0.926
OFG,WGO,0.942
OFG,WPC,0.929
OI,RS,0.942
OKE,PNC,0.918
OLP,PEO,0.916
OLP,RAD,0.917
OLP,SOR,0.914
OMC,SAP,0.916
OMC,TOL,0.919
ORAN,TEF,0.94
ORAN,TIMB,0.922
ORCL,PHG,0.921
OXM,ROL,0.915
OXM,TLK,0.94
OXY,PEO,0.915
PEG,RNR,0.917
PEG,SLF,0.915
PEG,THG,0.936
PEG,UL,0.946
PEG,UVV,0.919
PEO,RAD,0.919
PEO,RRD,0.917
PEO,UNH,0.915
PEO,XOM,0.939
PG,RLI,0.916
PG,RRD,0.923
PGR,RNR,0.97
PGR,RRC,0.922
PGR,RRD,0.917
PGR,SLF,0.95
PGR,THG,0.929
PGR,TJX,0.934
PGR,TRV,0.936
PGR,UL,0.922
PGR,UVV,0.981
PGR,WCN,0.927
PNC,RF,0.929
PNC,TFC,0.982
PRG,RIO,0.948
PSA,WPP,0.919
PSO,TEF,0.929
PTR,RAD,0.928
PTR,WCN,0.915
PXD,RLI,0.925
PXD,RY,0.918
PXD,UNM,0.924
PXD,WCN,0.914
RAD,RRD,0.922
RAD,UNH,0.947
RAD,VMC,0.939
RAD,WCN,0.921
RCS,TWN,0.928
RELX,TTI,0.914
RHP,WPP,0.943
RIG,SLB,0.917
RL,WNC,0.917
RLI,RNR,0.931
RLI,WCN,0.937
RLI,WFC,0.919
RLI,WM,0.944
RMD,VCV,0.915
RNR,RRC,0.938
RNR,RRD,0.953
RNR,RY,0.919
RNR,SLF,0.963
RNR,SM,0.914
RNR,TRV,0.922
RNR,UL,0.922
RNR,UNH,0.944
RNR,UVV,0.965
RNR,WCN,0.976
RNR,WFC,0.919
